WEEK 11,,
site,"# noun. AW. 1. a place where a building, town, etc was, is, or, will be located
– > A site has been chosen for the new school.",
termite,"# noun.  an insect that lives in organized groups, mainly in hot countries. Termites do a lot of damages by eating the wood of trees and buildings
– > a termite colony 
= > The termite inspector was coming on Monday.",
inspect,"# verb. AW. 1. to look closely at something or someone, especially to check that everything is as it should be | synonym: examine 
– > The teacher walked around inspecting their work.
# thesaurus of check: examine, inspect, go over something ",
inspector,"# 1. a person whose job is to visit schools, factories, etc to check that rules are being obeyed and that standards are acceptable 
– > a school / building / health / safety inspector ",
inflate,"# verb. 1. to fill something or become filled with gas or air
– > The balloons had been inflate with helium. 
= > But first, he had to inflate both bike tires.",
nozzle,"# a narrow piece that is attached to the end of a pipe or tube to direct the stream of liquid, air, or gas passing through
= >The pump nozzle adapter did not fit onto the bike’s valve stem.",
valve,"# noun. 1. a device for controlling the flow of a liquid or gas, letting it move in one direction ",
stem,"# noun. 1. the main long, thin part of a plant above the ground form which the leaves or flowers grow",
bells and whistles,"# (computing) attractive and extra features 
= > He looked for his new pump, the one that had cost $10. It had all the bells and whistles.",
gauge,"# (also gage) noun. 1. (often in compounds) an instrument for measuring the amount or level of something
– > a fuel / gas / temperature, etc gauge 
= > …, quick lock valve adapter and four nozzle adapter, air gauge and footplate for easy pumping.",
footplate,# the part of a steam train’s engine where the driver stands ,
rear,"# 1. usually the rear. the back part of something 
– > The trailer was attached to the rear of the truck.
= > Owen connected the pump to the rear tire. He started pumping.",
dial,"# 1. the face of a clock or watch, or a similar control on a machine, piece of equipment, or vehicle that shows a measurement of time, amount, speed, temperature, etc
= > … finally the dial hit 65 psi.",
psi,"# abbreviation: pounds per square inch (used to giving the pressure of tires, etc)",
puff,"# verb. to smoke a cigarette, pipe, etc
– > He puffed (away) on his pipe.
# noun. 1. the act of breathing in something such as smoke from a cigarette or drugs
– > He had a few puffs at the cigar.",
huff,"# verb. to say something or make a noise in a way that shows you are offended or annoyed
– > Well nobody asked you, she huffed irritably.
# huff and puff (informal) 1. to breathe in a noisy way because you are very tired
– > Jack was huffing and puffing to keep with her.
= > He was huffing and puffing.",
,,
lesson 84,# Do Not Go Swimming on an Empty Stomach,
,,
gulf,"# noun. 1. a large area of ocean that is partly surrounded by load 
– > the Gulf of Mexico 
= > His house was only a 10-minute walk from the Gulf. 
# 2. the Gulf. the Persian Gulf, the area of ocean between the Arabian peninsula and Iran ",
liquor ,"# noun. strong alcoholic drink
– > hard liquor ",
liquor store,"# a store that sells alcoholic drinks in bottles and cans take home
= > Bob’s Liquors was at the corner, halfway to the beach. It was the only store within a mile.",
fierce,"# 1. (especially of people or animals) angry and aggressive in a way that is frightening 
– > a fierce dog
– > He suddenly looked fierce.",
tide,"# noun. a regular rise and fall in the level of the ocean, caused by the pull of the moon and sun; the flow of  water that happens as the ocean rises and falls
– > The tide is in/out.
– > Is the tide coming in or going out?",
rip tide,"# an area of fast rough water in the ocean or river, where two or more current meet
= > Today was a red flag day. Fierce and riptides and lots of jellyfish were predicted for the next 48 hours.",
jellyfish,# a sea creature with a body like jelly and long thin part called tentacles that can give a sharp sting ,
string,"# verb. (stung, stung) to touch your skin or make a very small hole in it so that you feel a sharp pain",
overcast,"# covered with clouds; dull
– > an overcast sky / day
– > Today it will be cool and overcast.
= > Although windy and completely overcast, it was a worm September day.",
flap,"# a flat piece of paper, cloth, metal, etc that is attached to something along one side and that hangs down or covers an opening
– > the flap of an envelope
# 2. {movement} a quick, often noisy, movement of something up and down or from side to side
– > the flap of the sails 
= > The flags was flapping loudly. Small waves were splashing onto the beach.",
seagull,"# (= gull) a bird with long wings and usually white and gray or black feathers that lives near the coean
– > a black-headed gull
= > Sea gulls were waking at water’s edge.",
rumble,"# verb. to make a long, deep sound or series or sounds
– > The machine rumbled as it started up
– > thunder rumbling in the distance 
= > Low thunder rumbled occasionally in the distance.",
pelican,"# a large bird that lives near water, with a bag of skin under its long beak for storing food
= > Pete watched a pelican dive into the water.",
numerous,"# existing in large number | synonym: many
– > He has been late on numerous occasions.
= > In grade school and high school, he won numerous swimmers and diving tournaments.",
tournament,# noun. 1. a sport competition involving a number of teams or players who take part in different games and must leave the competition if they lost. The competition continues until is only the winner left.,
thigh,"# noun. 1. the top part of the leg between the knee and the hip
= > When the water was almost thigh-high, he felt the current tugging at him.
# 2. the top part of the leg of a chicken, etc cooked and eaten",
tug,"# (gg) 1. to pull something hard, often several times
– > She tugged at his sleeve to get his attention.",
flick,"# verb. to hit something with a sudden quick movement, especially using your finger and thump together or your hand
– > she flicked the dust of her collar.
= > He took a final drag on the cigarette and flicked it into the water.",
,,
lesson 85,# The Park That Went to the Dogs,
,,
heaven,"# (also Heaven) (is used without the) the place believed to be the home of God where good people go when they die
– > the kingdom of heaven 
= > When Winnie and Arnold bought their house at the end of a cul-de-sac in 1998, they thought they had die and gone to heaven.",
pathway,"# noun. 1. a path that you can walk on
– > There was a narrow pathway leading down the cliff. 
= > Between their house and their neighbor’s house was a dirt pathway.
# 2. a series of nerves that information travels along
– > neural pathways ",
the Gold Rush,"# the rapid movement of about 40,000 people to the US state of California in 1848-9 after gold was discovered there.
= > Things have changed. The park has become like California in the Gold Rush days.",
gold rush,# a situation in which a log of people suddenly go to a place where gold has recently been discovered,
association,"# noun. (abbreviation Assoc.) an official group of people who have joined together for a particular purpose | synonym: organization 
– > Do you have belong to any professional or trade association?
= > Over the years, the neighborhood association, consisting of about 70 houses nearest to the park, has begged the city council to reduce park hours.",
driveway,"# noun. a wide, hard path or private road that leads from the street to a house
– > There was a car parked in/on the driveway.
= > To save walking distance, others park in neighborhood driveways.",
,,
lesson 86,"# Brother, Can you spare a Carburetor?",
,,
spare,"# adjective. 1. that is not being used r it not needed at the present time
– > We have a spare bedroom, if you would like to stay.
# verb. 1. to make something such as time or money available to someone for something, especially when it required an effort for you to do this
– > I wold love to have a break, but I cannot spare the time just now.
= > 86. Brother, Can You Spare a Carburetor?
# noun. an extra thing that you keep in case you need to replace the one you usually use (used especially about a tire of a car)",
carburetor,"# the part of an engine, for example in a car, where gas and air are mixed together",
salvage,"# noun. 1. the act of saving things that have been, or are likely to damaged or lost, especially in a disaster or an accident 
– > the salvage of the wrecked tanker
# verb. 1. to save a badly damaged ship, etc from being lost completely; to save parts or property form a damaged ship or from a fire, etc
– > The house was built using salvaged materials.",
salvage yard,"# noun. a place where old machines, cars, etc are broken up so that the metal can be sold or used again
– > The cheapest thing to do was to go to a salvage yard.",
acre,"# a unit of measuring an area of land
– > 3,000 acres of parkland
= > The yards range in size from 10 acres to 70 acres, holding anywhere form 300 to 3,000 abandoned, wrecked, or cheaply sold cars.",
ramp,"# noun. 1. a slope that joins two parts of a road, path, building, etc when one is higher than the other
– > Ramps should be provided for wheelchair users.
= > The yard are usually located outside of downtown but near a freeway ramp.",
rundown,"# an explanation or a description of something
– > I can give you a brief rundown an each of the applications.",
run-down,"# 1. (of a building or place) in very bad condition; that has not been taken care of | synonym: neglected 
– > run-down inner-city areas
# 3. (of a business, etc) not a busy or as active as is used to be
– > run-down transportation services
= > A salvage yard might pay you up to $200 to take your rundown (=run-down) car off you hands.",
coolant,"# a liquid that is used for cooling an engine, a nuclear reactor, etc
= > Before they placed in a yard, however, they will remove all its liquids: oil, gas, coolant, brake fluid, transmission fluid, power steering fluid, and windshield washer solvent.",
solvent,"# noun. a substance, especially a liquid that can dissolve another substance
– > industrial solvents for removing oil",
shack,"# noun. a small building usually made of wood or metal, that has not been built well
= > After paying the $3 entry fee to the man in the little wooden shack, Daniel walked into the yard.",
,,
lesson,"# 87. Gold Like a Girl, Manage Like a Man",
,,
arrogant,"# behaving in a proud, unpleasant way, showing little thought for other people
# adverb form: arrogantly 
= > He was in his 60s. He was short, fat, and arrogant.",
relish,"# verb. to get great pleasant form something; to want very much to do or have something | synonym : enjoy
– > to relish a fight / challenge / debate 
= > He relished every minute of his power.",
name,"# noun. 2. a reputation that someone or something has; the opinion that people have about someone or something
– > This kink of behavior gives students a bad name.
– > He has made quite a name for himself (= he has become famous).
= > He called them names.",
at will,"# idiom: whenever or whatever you like
– > They were able to come and go at will.
= > California is an “at will” state. That means that your employer can let you go for no reason.",
discriminate,"# verb. AW. to recognize that there is a difference between people or things; to show a difference between people or things | synonym: differentiate, distinguish
– > When do babies learn to discriminate voices?",
discrimination,"# noun. AW. the practice of treating someone or particular group in society less fairly than others
– > age / racial / sexual / sex discrimination (= because of someone’s age, race, or sex)
= > You can take your firing to court if it involves discrimination: sexism, racism or agesim.",
macho,"# male in in aggressive way
– > He is too macho to ever admit he was wrong.
= > Tom considered himself a macho man.",
supervisor ,"# noun. a person who supervise someone or something
– > I have a meeting with my supervisor about my research topic. 
= > Tom played golf every Sunday with some other supervisor.",
supervise,"# verb. to be in charge of someone or something and make sure that everything is done correctly, safely, etc
– > to supervise a building site",
tee,"# do not confuse it with:
# tea (noun). the dried leaves (called tea leaves) of the tea bush
# tie (verb). to attach or hold two or more things together using string, rope, etc; to fasten someone or something with string, rope, etc
# --------------------
# noun. 1. a flat area on a golf course from which players hit the ball
– > tee shot
# 2. a small piece of plastic or wood that you stick in the ground to support a golf ball before you hit it
= > On the first tee last Sunday, Tom jocked about a golfer who had just teed off.",
tee off,"# verb. phrasal verb. tee off to hit a golf ball form a tee, especially at the start of a game",
heartily,"# adverb. 1. with obvious enjoyment and enthusiasm 
– > to laugh / sing / eat heartily.
= > Top laughed heartily at his own joke. His buddies were silent.",
knuckle,"# noun. any of the joints in the fingers, especially those connecting the fingers to the rest of the hand",
knuckle sandwich ,"# a punch in the mouth
= > Now I have got something to say. You apologize like a good little girl, or I will give you a fresh knuckle sandwich.",
,,
meek,"# 1. quite, gentle and always ready to do  what other people want without expressing your own opinion | synonym: compliant, self-effacing 
– > They called her Miss Mouse because she was so meek and mild.",
meekly,"# He meekly did whatever was asked of him.
= > In front of his golf buddies, Top meekly apologized.
# meekness noun.",
eat away at sb/sth,"# verb. 1. to reduce or destroy something gradually
– > Woodworm had eaten away at the door frame.
# 2. to worry someone over a period of time
– > The thought of her child left helpless and alone eat away at her.
= > But his friends thought it was shame that was eating at him.",
,,
lesson,# 88. Take Me Out to the Ball Game,
,,
in other words,"# used to introduce an explanation of something
– > They asked him to leave – in other words he was fired.
= > Then the drive home was another hour. In other words, the traveling took longer than the game itself. ",
sly,"# adjective. 1. (disapproving) acting or done in a secret or dishonest way, often intending to trick people | synonym: cunning
– > a sly political move
# idiom: on the sly: secretly; not wanting other people to discover what you are doing
– > He has to visit them on the sly.
= > Several individuals were standing around outside the stadium, looking casual but actually selling tickets on the sly.",
scalp,"# noun. 1. the skin that covers the part of the head where the hair grows
– > A dry scalp can lead to dandruff. 
# verb. 1. to remove the skin and hair from the top of an enemy’s head as a sign of victory 
# 2. to sell tickets for a popular event illegally at a price that is hight than the official price, especially outside  a theater or stadium ",
scalper,"# noun. a person who buys tickets or concerts, sports events, etc and then sells them to other people at a higher price
– > ticket scalpers
= > “Are you going to buy from a scalper?” asked Ilene.",
instinct,"# noun. a natural tendency for people and animals to behave in a particular way using the knowledge and abilities that they were than thought or training 
– > maternal instincts 
– > Children do not know by instinct the difference between right and wrong.
# 2. a feeling that makes you do something or believe that something is true, even thought it is not based on facts or reason | synonym: intuition 
– > His instincts has been right.
= > They walked over a man in a red cap. Ralph’s instincts were correct. The man had good tickets for good seats at a fair pirce.",
astonish,"# verb. to surprise someone very much | synonym: amaze
# thesaurus of surprise: startle, amaze, stun, astonish, take someone aback, astound
= > Put you hands behind your back, please. You are under arrest. “What?” Ralph was astonished. “What is going on?”",
legitimate ,"# adjective. 1. for which there is a fair and acceptable reason | justifiable, valid 
# 2. allowed and acceptable according to law | synonym: legal 
– > Is his business strictly legitimate?
= > Ma’am, you can wait for him. You might want to buy some legitimate tickets while you are waiting.",
,,
lesson,# 89. Take This Job and Shove It,
,,
shove,"# verb. to push someone or something in a rough way
– > The crowd was pushing and shoving to get a better view.
# idiom: shove it. informal. used to say rudely what you will not accept or do something
– > The boss wants that report now, Yeah? Tell him he can shove it.
= > 89. Take This Job and Shove It
# noun. a strong push
– > You have to give the door a shove or it will not close.",
tell someone off,"# (for something/ for doing something) informal. to speak angrily to someone for doing something wrong | synonym: scold 
– > I told the boys off for making so much noise.
– > Did you get told off?
= > He felt great about telling off the boss.",
congested,"# adjective. crowded; full of traffic 
– > congested city street 
# 2. (medical) (of a part of the body) blocked with blood or mucus 
= > The traffic was congested and the neighborhood looked rough.",
congestion,"# noun. 1. the state of being crowded and full of traffic
– > traffic congestion and pollution",
hit/strike home,"# (in home. adverb) if a remark, etc hits/strikes home, it has a strong effect on someone, in a way that makes them realize what the true facts of a situation are
– > Her face went pale as his words hit home.",
graffiti,"# a drawing or writing on a wall, etc in a public place
– > The subway was covered in graffiti.
= > It took him 45 minutes to got there. The building was covered with graffiti.",
lean,"# to bend or move from a vertical position
– > I leaned back in my chair.
= > He leaned back in his chair and put his feet up on his desk.",
lousy,"# adjective. informal. (lousier, lousiest) 1. verb bad | synonym: awful, terrible 
– > What lousy weather!
– > I have had a lousy day.
– > She felt lousy (= sick). 
= > Stupid questions from a rude man in lousy neighborhood! Where would he like to be 10 years form now?",
dump,"# noun. {for waste} 1. place where waste or garbage is taken and left
– > a garbage dump
= > “Anywhere but this dump!” Maxwell said angrily, as he stood up and walked out.
# verb. 1. to get rid of something you do not want, especially in a place which is not suitable
# 6. [dump something] to copy information and move it somewhere to store it",
,,
lesson,# 90. Where Did That Book Go?,
,,
subscribe,"# to pay an amount of money regularly in order to receive or use something 
– > Which journals does the library subscribe to?
– > We subscribe to several sports channels (= on TV).
= > He subscribe to seven magazines and one daily newspaper.",
urge,"#  noun. a strong desire to do something
– > sexual urge 
– > I had a sudden urge to him him.
= > Samuel had more reading material in his small apartment that he could finish int two lifetimes, yet his urge to buy more books raged on.
# verb. 1. to advise or try persuade someone to do something
– > She urged him to stay.",
rage,"# noun. a feeling of violent anger that is difficult to control 
– > His face was dark with rage.
# verb. to show that you are very angry about something or with someone, especially by shouting | synonym: rail 
– He raged against the injustice of it all.
# 2. [rage (on)] (of a storm, a battle, an argument, etc) to continue in violent way
– > The riots raged for three days.",
put your foot down,"# foot. noun. to be very strict in opposing what someone wishes to do
– > You have to put your foot down and make him stop seeing her.
= > Hi finally put his foot down. Not one more book he said to himself, unless it was really special.",
fit/fill the bill,"# bill. noun. to be what is needed in a particular situation or for particular purpose
– > On paper, several of the application fit the bill.
= > Yesterday’s book fit the bill. It was a biography of one of his favorite author: Stephen King.",
fiction,"# noun. 1. a type of literature that describes imaginary people and events, not real ones
– > historical / romantic fiction
= > Kink is one of America’s most popular fiction authors.",
merchandise ,"# noun. formal. goods that are bought or sold; goods that are for sale in a store
– > a wide selection of merchandise
# thesaurus of product: goods, commodity, merchandise, produce 
= > Samuel took a walk throughout the store, knowing that people often pick up merchandise in one place and the leave in in another place.",
hunt,"# verb. to chase wild animals or birds in order to catch or kill them for food or sport or to make money
– > Lions sometimes hunt alone.
# noun. an act of looking for someone or something that is difficult to find
– > The hunt is on for a suitable candidate.
= > So for Samuel, the Big Hunt was on. He was now a man on a mission.",
prominent,"# adjective. 1. important and well known
– > a prominent politician 
# easily seen | synonym: noticeable 
– > The church tower was a prominent feature in the landscape.
= > When he found it again, he would place the King book prominently on his bookshelf.",
,,
lesson,"# 91. When You Have Got You Heath, You Have Got Everything ",
,,
hand-me-down,"# (British: cast-off) a piece of clothe that the original owner no longer wants to wear; a piece of clothing that used to belong to someone else
– > She mostly wore her sister’s hand-me-downs.
# adjective: hand-me-down
– > hand-me-down clothes
= > Hannah wore hand-me-down from her older sisters.",
raise,"# verb. 1. {move upward} to lift or move something to a higher level
– > She raised the gun and fired.
# 7. {child/animal} to care for a child or young animal until it is able to take care of itself
– > They were both raised in the South.
= > Hannah’s daddy was a teacher who barely made enough money to raise his six kids.",
yearn,"# verb. to want something very much, especially what is very difficult to get | synonym: long
– > The people yearned for peace.
= > As a child, she yearned to have a beautiful clothes, cars, and homes that she often saw on TV and in magazines.",
interior ,"# noun. the inside part of something | opposite: exterior 
– > the interior of a building/ a car
# adjective. connected with the inside part of something | opposite: exterior
– > interior walls
= > Several years after she graduated from collage, she became part-owner of a successful interior decorating business in Manhattan.",
co-op,"# informal. a cooperative store/shop, society or business 
– > a housing co-op
= > A successful business woman she had a handsome, wealthy fiance. She owned her own co-op near Central Park.",
cooperative,"# adjective. involving doing something together or working together with others toward a shared aim
– > Cooperative activity is essential to effective community work.",
exotic,"# adjective. from or in another country, especially a tropical one; seeming exciting and unusual because it is connected with foreign counties 
– > She travels to all kinds of exotic locations all over the world.
= > She took skiing vacations in the winter and exotic cruises in the summer.",
cruise ,"# noun. a journey by ocean, visiting different places, especially as a vacation 
– > I would have to go on round-the-world cruise.",
undergo,"# (undergo, underwent, undergone) verb. AW. to experience something, especially a change or something unpleasant
– > to undergo tests/trails/repairs 
– > My mother underwent major surgery last year.
= > Then she underwent a routine heath checkup, and her perfect world crumbled.",
crumble,"# verb. 1. to break or break something into very small pieces
– > Rice flour makes the cake less likely and crumble.
– > Crumble the cheese over the salad.",
pancreas ,"# an organ near the stomach that produces insulin and a liquid that helps the body to digest food
# adjective: pancreatic 
– > pancreatic juices 
= > Her doctor told her that she had pancreatic cancer.",
chemotherapy,"# (informal: chemo) noun. the treatment of disease, especially cancer, with the use of chemical substances 
– > a cancer of chemotherapy
= > Hannah’s doctor said he could treat her with chemotherapy and painkillers, but is just a matter of time before the cancer killed her.",
matter of time,"# it is just/only a matter of time (before…) used to say that something will definitely happen, although you are not sure when
– > It is only a matter of time before they bring out their own version of the software.",
hospice,"# noun. a hospital for people who are dying
– > an AIDS hospice 
= > Instead Hannah spent her last months in her co-op, tended to by hospice workers.",
whisper,"# verb. to speak very quietly to someone so that other people cannot hear what you are saying | synonym: murmur 
– > Do not you know it is rude to whisper?
– > What are you two whispering about?
= > “She was in constant pain,” her finace said. “At the end, she could barely whisper.",
,,
lesson,# 92. It Does Not Have That ‘New Car’ Smell,
,,
psychology,"# the scientific study of the mind and it influence behavior 
– > society / educational / child psychology",
psychologies,"# noun. AW. a scientist who studies and is trained in psychology
– > an educational psychologies 
= > So Dylan told Joe he would ask a psychologies to give him a new personality.",
well-thumbed,"# a well-thumbed book has been read many times
= > That night, he opened his car manual. It was a well-thumbed book.",
quote,"# 1. to report the exact words that another person said or written 
– > The figure quoted in this article refer only to the United State.
# 3. {give price} to tell a customer how much money you will charge them fro a job service or product 
– > They quoted us $300 for installing a shower unit.
= > The mechanic quoted Dylan a price of only $50. He told Dylan to come back in an hour.",
labor,"# noun. 1. {work} work, especially physical work
– > manual labor (= work using your hands)
= > “A new fuel pump? How much is that?” Dylan asked. “Parts and labor? I think it will be about $200.",
,,
lesson,# 93. Rich Man Invite Poor Student to Dinner,
,,
Norwegian,"# noun and adjective. (a person) form Norway
= > She was an old lady who spoke with a thick Norwegian accent.",
pastry,"# (plural: pastries) a mixture of flour fat and water or milk that is rolled out flat and backed as a base or covering for pies, etc
= > She kept busy by volunteering at the local library and senior center. An excellent baker, she often brought bread and pastries to Jodie.",
Prince Charming,"# noun. a man who seems to be a perfect boyfriend or husband because he is very attractive, kind, etc
– > I am still waiting for my Prince Charming!
= > “I still cannot believe that Prince Charming has not found you,” said Mrs. Neely.",
lookout,"# noun. 1. a place for watching from, especially for danger or an enemy coming toward you
– > a lookout point/tower
# 2. a person who has the responsibility of watching for something, especially danger, etc
– > One of the men stood at the door to act as a lookout.
= > You keep doing your homework, and I will be on the lookout for you. She winked at Jodie.",
wink,"# verb. to close one eye and open it again quickly especially as a private signal to someone, or to show something is a joke",
batter,"# (not confusing with butter) noun. a mixture or eggs, milk, and flour used in cooking to make pancakes, cakes, etc; or to cover food such as fish or chicken before you fry it
= > She has a stroke while mixing some batter for cookies.",
stroke #6,"# noun. 6. a sudden serious illness when a blood vessel (= tube) is in the brain bursts or is blocked, which can cause death or the loss of ability to move or to speak clearly",
sole,"# adjective. 1. only; single
– > My sole reason for coming here was to see you.
= > Her son Ned was Mrs. Neely’s sole heir.",
heir,"# pronouncing /er/ (and not confusing with: hair, hire) [heir to something] or [heir of something] a person who has the legal right to receive someone’s property, money or title when that person dies
– >  to be heir to a larger fortune ",
air #4,"# noun. 4. {impression} the particular feeling or impression that is given by someone or something; the way someone does something
– > the room had an air of luxury.
– > There was an air of complete confidence about her.
= > Ned had an air of confidence that Jodie found mildly attractive.",
mildly,# 1. slightly, not very much
,,
lesson,# 94. It Only Rings When I Am in the Bathroom,
,,
outlive,"# 1. to live long that someone
– > He outlived his wife by three years.
# 2. to continue to exist after something else has ended or disappeared
– > The machine had had outlived its usefulness (= was no longer useful)
= > He had outlived them all, even though he smoked and drank most of his life.",
so much for sth,"# so: adverb: 1. used to show that you have finished talking about something
– > So much for the situation in Germany. Now are turn our attention to France.
# 2. (informal) used to suggest that something has not been successful or useful 
– > So much for that idea!
= > So much for all their talk about clean living. He sometimes thought.",
chastise ,"# verb. formal. to criticize someone for doing something wrong
– > He chastise the team for their lack of communication.
= > When he finally did get through, Uncle Harry would chastise Teddy for his bed timing.",
,,
lesson,"# 95. It Was an Old, Worthless Clock",
,,
newlywed,"# usually plural: newlyweds. a person who has recently got married 
– > The newlyweds spent their honeymoon in Venice.
= >The face has a faded picture of Andy’s parents taken when they were newlyweds.
# also is an adjective:
– > the newlywed couple",
aside from,"# = apart from
– > Aside from a few scratches, I am OK.
= > Aside from some photos, the clock was the only memento Andy had of his mom and dad.",
memento,"# noun. a thing that you keep or give to someone to remind you or them f a person or place | synonym: souvenir 
– > a memento of our trip to Italy",
bankrupt,"# adjective. 1. without enough money to pay what you owe | synonym: insolvent
– > They went bankrupt in 2009.
# noun. (law). a person who has been judged by a court to be unable to pay his or her debs 
= > The nursing home, however, went bankrupt. They moved her into a state nursing home.
# verb. to make someone bankrupt
– > The company was almost bankrupted by legal costs.",
sergeant,"# noun. 1. a member of one of the middle ranks in the army and the air force, below an officer
– > Sergeant Salter
= > But Andy had no savings. He was a sergeant in the Army, and all his money went to his wife and three kids.",
avid,"# adjective. very enthusiastic about something (often a hobby) | synonym: keen
– > an avid reader / collector
= > Frank was an avid deep-sea fisherman and was interested in buying a larger boat for weekend use.",
deep-sea,"# (or deep-water) adjective. of or in the deeper pars of the ocean 
– > a deep-sea diver",
decline,"# noun. AW. a continuous decrease in the number, value, quality, etc of something
– > a rapid / sharp / gradual decline 
# verb. to become smaller, fewer, weaker, etc
– > Her health was declining rapidly.
= > Many years went by. Frank’s health declined.",
reluctant,"# adjective. AW. hesitating before doing something because you do not want to do it or because you are not sure that it is the right thing to do
– > reluctant agreement 
= > Andy was very reluctant to part with his clock, but he did feel a little sorry for Frank.",
part .v,"# verb. 1. {leave someone} (formal) if a person parts from another person, or two people part, they leave each other
– > We parted at the airport.
# 3. {move away} if two things or parts of things part or you part them, they move away from each other
– > She parted the curtains a little and looked out.",
niece,"# /ni:s/ the daughter of your brother or sister; the daughter of your husband’s or wife’s brother or sister
= > One of the Frank’s nieces, Flo, was the executor of his estate.",
estate,"# noun. AW. all the money and property that a person owns, especially everything that is left when they die
– > Her estate was left to her daughter.",
executor,"# noun. technical. a person, bank, etc that is chosen by someone who is making their will to follow the instructions in it
– > She appointed him executor of her will.",
will .n,"# noun. 1. the ability to control your thoughts and actions in order to achieve what you want t do; a feeling of strong determination to do something that you want to do
– > to have a strong will
# 2. what someone wants to happen in a particular situation 
– > I do not want to go against your will.
# 3. (also: testament) a legal document that says what is to happen to someone’s money and property after they die
– > My father left me house in his will.
= > Flo hired a lawyer to help her Uncle Frank rewrite his will in his dying days.",
mourn,"# verb. to feel and show sadness because someone has died; to feel sad because something no longer exists or is no longer the same | synonym: grieve 
– > He was still mourning his brother’s death. ",
mourner,"# noun. a person who attends a funeral, especially a friend or a relative of the dead person
= > Flo was the only mourner.",
stock,"# noun. {supply} a supply of goods that is available for sale in a store
– > That particular model is not currently in stock. 
= >  His cash, and stocks, of course were already safely in her name.",
plead,"# verb. 1. to ask someone for something in a very strong and serious way | synonym: beg
– > She pleaded with him not to go.
– > pleading eyes
= > “Frank, I do not have the money now, but you do,” Andy pleaded.",
sb’s/sth’s days are numbered,"# a person or thing will not continue to live, exist or be successful for much longer
– > His days as leader of the party are numbered.
= > My days are numbered, Andy.",
,,
lesson,# 96. Schoolboys Get Five-Finger Discount on Candy,
,,
schoolboy,"# a boy who attends school
= > 96. Schoolboys Get Five-Finger Discount on Candy",
schoolgirl,# a girl who attends school,
schoolchild,# a child who attends school,
have no use for someone,"# to dislike someone
– > I have no use for people who do not make an effort.
= > Mr. Cobb was the store owner. He had not use for kids.",
trousers,"# noun. = pants
– > trouser pockets 
= > Paul immediately put two candy bars into his trousers’ baggy pockets. He  patted the pockets down a little bit.",
,,
lesson,# 97. Collecting Seashells at the Seashore,
,,
clerk,"# 1. someone who keeps records or accounts in an office
# 2. American English. someone whose job is to help people in a shop
– > The clerk in the shoe store
= > Maria was a clerk at a clothing store and Lisa was a clerk at a supermarket.",
whole log,"# informal. 1. a whole lot: very much
– > I am feeling a whole much better.
# 2. a whole lot (of something) a large quantity or number
– > We are going to have a whole log if problems if we do not finish this by tomorrow.
= > Their hours varied, so they did not got to spend a whole lot of time together.",
ounce,"# (writing abbreviation oz) 1. a unit of measuring weight equal to 28.35 grams. There are 16 ounces in a pound
= > I do not want any boys seeing me fat. “Oh please,” said Lisa. “You eat so little. Ounces do not turn into pounds .",
roar,"# to make a deep, very loud noise
– > We heard a lion roar.
– > The engine roared.
= > They were still walking slowly north when they heard a roar. They turned around to see a four-wheel all-terrain vehicle coming rapidly toward them.",
all-terrain (vehicle),"# adjective. (only before noun) all-terrain vehicle are very strong with think tyres and suitable for use in many different conditions 
– > an all-terrain bike ",
trespass,"# verb. 1. to go onto someone’s private land without their permission
– > The sign on the fence said: “No Trespassing”.
= > What are you two doing here? Can not you read? The sign say Private Property. They say No Trespassing.",
defiant,"# openly refused to obey something/someone and sometimes in an aggressive way
– > a defiant teenager 
= > “What is your name?” Maria stood defiantly. “I am going to report you to the police.”",
,,
lesson,# 98. Check Your Bags at the Store Entrance,
,,
additive,"# a substance that is added in small amounts to something, especially food in order to improve it, give it color, make it last longer, etc
– > food additives
= > This store had everything from fresh produce to birthday cards to gasoline additives.",
rip-off,"# something that is not worth what you pay for it
– > $70 for a T-shirt, what a rip-off.
= > Everything was one dollar, Usually he got very good deals; occasionally, he got ripped-off.",
stern,"# adjective. (+er, +est) serious and often disapproving, especially someone to obey you | synonym: strict 
# adverb form: sternly 
= > He was midway through shopping when a female employee suddenly stopped him. “Sir,” she said sternly. ",
aback,"# [be taken aback] by something/someone: to be shocked or surprised by something/someone
– > She was completely taken aback by his anger.
= > Adrian was taken aback. There was no need for her to yell.",
mumble,"# to speak or say something in quiet voice in a way that is not clear | synonym: mutter 
– > I could hear him mumbling to himself.
= > He found her and the produce section and asked what her name was. She mumbled something.",
sympathy ,# 1. the feeling of being sorry for someone, showing that you understand and care about someone’s problem 
sympathetic ,"# adjective. kind to someone who hurt or sad; showing that you understand and care about their problem 
– > a sympathetic listener
= > He described his unpleasant experience to the customer service representative. She was sympathetic.",
,,
lesson,"# 99. When I Retire, We Will See the World",
,,
on end,"# (noun: end) 1. a vertical position
– > It will fit if you stand it on end
# 2. for th stated length of time, without stopping
– > He would disappear for weeks on end
= > Thirty years of flying out of town for weeks on end.",
briefcase,"# a flat case used for carrying papers and documents
= >Thirty years of interviews, meetings and heavy briefcases. ",
blessed,"# adjective. 1. Blessed holy
# 2. (in religious language) lucky
– > Blessed are the poor
= > Fritz felt blessed. His father had had a tough life as an unskilled laborer. ",
